epoch,step,train_loss,val_acc,val_f1,val_loss,val_prec,val_rec
0,9,0.6821812987327576,,,,,
0,19,0.6941104531288147,,,,,
0,29,0.7006714344024658,,,,,
0,39,0.6852215528488159,,,,,
0,49,0.6935049891471863,,,,,
0,59,0.691869854927063,,,,,
0,69,0.6831746697425842,,,,,
0,79,0.6856516599655151,,,,,
0,89,0.6933163404464722,,,,,
0,99,0.6948689818382263,,,,,
0,109,0.6917319893836975,,,,,
0,119,0.6950296759605408,,,,,
0,129,0.6924462914466858,,,,,
0,139,0.6951026320457458,,,,,
0,149,0.6970306634902954,,,,,
0,159,0.7001243233680725,,,,,
0,169,0.6996546387672424,,,,,
0,179,0.6956508755683899,,,,,
0,189,0.6934199929237366,,,,,
0,199,0.6881937384605408,,,,,
0,209,0.6912547945976257,,,,,
0,219,0.6901763677597046,,,,,
0,229,0.6929065585136414,,,,,
0,239,0.6898391246795654,,,,,
0,249,0.6852858066558838,,,,,
0,259,0.6885579824447632,,,,,
0,269,0.6929567456245422,,,,,
0,279,0.6969607472419739,,,,,
0,289,0.6894243359565735,,,,,
0,299,0.6953732371330261,,,,,
0,309,0.6928033232688904,,,,,
0,319,0.688907265663147,,,,,
0,329,0.6925380229949951,,,,,
0,339,0.6908553838729858,,,,,
0,349,0.6917966604232788,,,,,
0,359,0.6923511028289795,,,,,
0,369,0.6890365481376648,,,,,
0,379,0.6837934255599976,,,,,
0,389,0.693279504776001,,,,,
0,399,0.6961061358451843,,,,,
0,409,0.6944485306739807,,,,,
0,419,0.7078943252563477,,,,,
0,429,0.682708203792572,,,,,
0,439,0.6846246719360352,,,,,
0,449,0.692408561706543,,,,,
0,459,0.6934022307395935,,,,,
0,469,0.6897299289703369,,,,,
0,479,0.6924397349357605,,,,,
0,489,0.6953405141830444,,,,,
0,499,0.6916370391845703,,,,,
0,509,0.693385660648346,,,,,
0,519,0.685425341129303,,,,,
0,529,0.6947184205055237,,,,,
0,539,0.699977695941925,,,,,
0,549,0.6832590699195862,,,,,
0,559,0.697507381439209,,,,,
0,569,0.6963945627212524,,,,,
0,579,0.7037032246589661,,,,,
0,589,0.6894046664237976,,,,,
0,599,0.6981818675994873,,,,,
0,609,0.6811557412147522,,,,,
0,619,0.6899271607398987,,,,,
0,629,0.6976439952850342,,,,,
0,639,0.698585569858551,,,,,
0,649,0.6974644064903259,,,,,
0,659,0.6978146433830261,,,,,
0,669,0.6916868686676025,,,,,
0,679,0.6940683126449585,,,,,
0,689,0.6891486644744873,,,,,
0,699,0.6927740573883057,,,,,
0,709,0.6835214495658875,,,,,
0,719,0.6816767454147339,,,,,
0,729,0.6957654356956482,,,,,
0,739,0.6799710988998413,,,,,
0,749,0.6836727261543274,,,,,
0,759,0.6861099004745483,,,,,
0,769,0.6955839991569519,,,,,
0,779,0.6925179958343506,,,,,
0,789,0.7033169865608215,,,,,
0,799,0.6933709383010864,,,,,
0,809,0.6931875944137573,,,,,
0,819,0.6750805974006653,,,,,
0,829,0.700236439704895,,,,,
0,839,0.6759949922561646,,,,,
0,849,0.6689345836639404,,,,,
0,859,0.6885549426078796,,,,,
0,869,0.6686033010482788,,,,,
0,879,0.6702308058738708,,,,,
0,889,0.6729419231414795,,,,,
0,899,0.6887950301170349,,,,,
0,909,0.7017139792442322,,,,,
0,919,0.6817539930343628,,,,,
0,929,0.6978967785835266,,,,,
0,939,0.6979906558990479,,,,,
0,949,0.6835646629333496,,,,,
0,959,0.6762699484825134,,,,,
0,969,0.7031064629554749,,,,,
0,979,0.6854824423789978,,,,,
0,989,0.6771204471588135,,,,,
0,999,0.6930200457572937,,,,,
0,1009,0.6889113783836365,,,,,
0,1019,0.6978676915168762,,,,,
0,1029,0.6896615028381348,,,,,
0,1039,0.6534671187400818,,,,,
0,1049,0.6781444549560547,,,,,
0,1059,0.6943076252937317,,,,,
0,1069,0.7188944816589355,,,,,
0,1079,0.682437539100647,,,,,
0,1089,0.6735728979110718,,,,,
0,1093,,0.5409224033355713,0.4493861794471741,0.6865526437759399,0.5670430660247803,0.38583502173423767
1,1099,0.6995211839675903,,,,,
1,1109,0.6906183958053589,,,,,
1,1119,0.6927335858345032,,,,,
1,1129,0.6702556014060974,,,,,
1,1139,0.6425805687904358,,,,,
1,1149,0.6815557479858398,,,,,
1,1159,0.6790451407432556,,,,,
1,1169,0.6845226287841797,,,,,
1,1179,0.7154892086982727,,,,,
1,1189,0.680114209651947,,,,,
1,1199,0.6678721904754639,,,,,
1,1209,0.6722123622894287,,,,,
1,1219,0.6846783757209778,,,,,
1,1229,0.7008910775184631,,,,,
1,1239,0.6608142256736755,,,,,
1,1249,0.6673641800880432,,,,,
1,1259,0.6862117648124695,,,,,
1,1269,0.7080896496772766,,,,,
1,1279,0.6789085268974304,,,,,
1,1289,0.6838133931159973,,,,,
1,1299,0.676762044429779,,,,,
1,1309,0.6630958318710327,,,,,
1,1319,0.7212035059928894,,,,,
1,1329,0.6662628054618835,,,,,
1,1339,0.6715139746665955,,,,,
1,1349,0.7269492745399475,,,,,
1,1359,0.6466989517211914,,,,,
1,1369,0.6802738308906555,,,,,
1,1379,0.6835379600524902,,,,,
1,1389,0.6876167058944702,,,,,
1,1399,0.6654661297798157,,,,,
1,1409,0.7039991617202759,,,,,
1,1419,0.66912841796875,,,,,
1,1429,0.6520571708679199,,,,,
1,1439,0.6748625040054321,,,,,
1,1449,0.682292640209198,,,,,
1,1459,0.6796159148216248,,,,,
1,1469,0.6865618228912354,,,,,
1,1479,0.6529127955436707,,,,,
1,1489,0.6645004153251648,,,,,
1,1499,0.6698935627937317,,,,,
1,1509,0.6652480959892273,,,,,
1,1519,0.6408966183662415,,,,,
1,1529,0.6551329493522644,,,,,
1,1539,0.7014203071594238,,,,,
1,1549,0.694248378276825,,,,,
1,1559,0.6787578463554382,,,,,
1,1569,0.6755053400993347,,,,,
1,1579,0.6930482387542725,,,,,
1,1589,0.6465126276016235,,,,,
1,1599,0.6767928600311279,,,,,
1,1609,0.6494747400283813,,,,,
1,1619,0.6364299058914185,,,,,
1,1629,0.7119015455245972,,,,,
1,1639,0.7080403566360474,,,,,
1,1649,0.6919910311698914,,,,,
1,1659,0.6367778182029724,,,,,
1,1669,0.6739534139633179,,,,,
1,1679,0.6762657761573792,,,,,
1,1689,0.6990199685096741,,,,,
1,1699,0.6658808588981628,,,,,
1,1709,0.6531888246536255,,,,,
1,1719,0.6387377977371216,,,,,
1,1729,0.7073013782501221,,,,,
1,1739,0.6474267840385437,,,,,
1,1749,0.6257718205451965,,,,,
1,1759,0.6885606646537781,,,,,
1,1769,0.6752009391784668,,,,,
1,1779,0.6940789222717285,,,,,
1,1789,0.688693642616272,,,,,
1,1799,0.6487686634063721,,,,,
1,1809,0.6415387988090515,,,,,
1,1819,0.625728964805603,,,,,
1,1829,0.6572114825248718,,,,,
1,1839,0.6894113421440125,,,,,
1,1849,0.6675888299942017,,,,,
1,1859,0.6787208318710327,,,,,
1,1869,0.674513578414917,,,,,
1,1879,0.7094969153404236,,,,,
1,1889,0.6720020771026611,,,,,
1,1899,0.6222720742225647,,,,,
1,1909,0.6152422428131104,,,,,
1,1919,0.6632802486419678,,,,,
1,1929,0.6670891642570496,,,,,
1,1939,0.6434470415115356,,,,,
1,1949,0.7131037712097168,,,,,
1,1959,0.7102985382080078,,,,,
1,1969,0.6342411041259766,,,,,
1,1979,0.7239951491355896,,,,,
1,1989,0.6891313791275024,,,,,
1,1999,0.7419142127037048,,,,,
1,2009,0.6447261571884155,,,,,
1,2019,0.6935675144195557,,,,,
1,2029,0.6498016119003296,,,,,
1,2039,0.6669921278953552,,,,,
1,2049,0.608108401298523,,,,,
1,2059,0.6600896120071411,,,,,
1,2069,0.6033855676651001,,,,,
1,2079,0.6388803720474243,,,,,
1,2089,0.7188055515289307,,,,,
1,2099,0.6826551556587219,,,,,
1,2109,0.6241966485977173,,,,,
1,2119,0.6714794635772705,,,,,
1,2129,0.6857244968414307,,,,,
1,2139,0.696801483631134,,,,,
1,2149,0.6782718896865845,,,,,
1,2159,0.6687190532684326,,,,,
1,2169,0.6860043406486511,,,,,
1,2179,0.6220592260360718,,,,,
1,2187,,0.6021060943603516,0.6103672385215759,0.6572661399841309,0.5983932018280029,0.6367434859275818
2,2189,0.6732378005981445,,,,,
2,2199,0.6091722846031189,,,,,
2,2209,0.6526305079460144,,,,,
2,2219,0.5835114121437073,,,,,
2,2229,0.6220832467079163,,,,,
2,2239,0.6401457190513611,,,,,
2,2249,0.5648402571678162,,,,,
2,2259,0.5888577103614807,,,,,
2,2269,0.646776020526886,,,,,
2,2279,0.6044163703918457,,,,,
2,2289,0.6852811574935913,,,,,
2,2299,0.6683938503265381,,,,,
2,2309,0.6397090554237366,,,,,
2,2319,0.6271315217018127,,,,,
2,2329,0.6702638268470764,,,,,
2,2339,0.6614689230918884,,,,,
2,2349,0.6335224509239197,,,,,
2,2359,0.5309051871299744,,,,,
2,2369,0.51276695728302,,,,,
2,2379,0.6563515663146973,,,,,
2,2389,0.5730137825012207,,,,,
2,2399,0.6330212950706482,,,,,
2,2409,0.5869762897491455,,,,,
2,2419,0.5498186945915222,,,,,
2,2429,0.6970885992050171,,,,,
2,2439,0.5827591419219971,,,,,
2,2449,0.6284222602844238,,,,,
2,2459,0.6354990005493164,,,,,
2,2469,0.5727205276489258,,,,,
2,2479,0.638818085193634,,,,,
2,2489,0.6364789009094238,,,,,
2,2499,0.6133133172988892,,,,,
2,2509,0.634091854095459,,,,,
2,2519,0.5688950419425964,,,,,
2,2529,0.5534243583679199,,,,,
2,2539,0.6300853490829468,,,,,
2,2549,0.6593764424324036,,,,,
2,2559,0.5446458458900452,,,,,
2,2569,0.6228201389312744,,,,,
2,2579,0.5246433019638062,,,,,
2,2589,0.6330575346946716,,,,,
2,2599,0.6744781732559204,,,,,
2,2609,0.546332061290741,,,,,
2,2619,0.583400547504425,,,,,
2,2629,0.649409294128418,,,,,
2,2639,0.5527192950248718,,,,,
2,2649,0.6924333572387695,,,,,
2,2659,0.5974345803260803,,,,,
2,2669,0.5947693586349487,,,,,
2,2679,0.5886463522911072,,,,,
2,2689,0.5698965787887573,,,,,
2,2699,0.6851146817207336,,,,,
2,2709,0.5620423555374146,,,,,
2,2719,0.5596741437911987,,,,,
2,2729,0.5896536707878113,,,,,
2,2739,0.5302677750587463,,,,,
2,2749,0.607136070728302,,,,,
2,2759,0.46171194314956665,,,,,
2,2769,0.6643003225326538,,,,,
2,2779,0.5934559106826782,,,,,
2,2789,0.6668464541435242,,,,,
2,2799,0.5995059609413147,,,,,
2,2809,0.5738115310668945,,,,,
2,2819,0.47621315717697144,,,,,
2,2829,0.595164954662323,,,,,
2,2839,0.6013342142105103,,,,,
2,2849,0.6855016350746155,,,,,
2,2859,0.6182214617729187,,,,,
